1,239132_at,NOS1,2992,233442_at,NA,97.0297029703
1,239132_at,NOS1,2993,229331_at,SPATA18,97.0297029703
1,239132_at,NOS1,2994,244871_s_at,USP32,97.0297029703
1,239132_at,NOS1,2995,213858_at,ZNF250,98.0198019802
1,239132_at,NOS1,2996,210124_x_at,SEMA4F,97.0297029703
1,239132_at,NOS1,2997,202365_at,UNC119B,97.0297029703
1,239132_at,NOS1,2998,229408_at,HDAC5,97.0297029703
1,239132_at,NOS1,2999,243533_x_at,NA,97.0297029703
1,239132_at,NOS1,3000,205115_s_at,RBM19,98.0198019802
1,239132_at,NOS1,3001,203238_s_at,NOTCH3,98.0198019802
1,239132_at,NOS1,3002,210984_x_at,EGFR,97.0297029703
1,239132_at,NOS1,3003,219174_at,IFT74,97.0297029703
1,239132_at,NOS1,3004,220770_s_at,C5orf54,97.0297029703
1,239132_at,NOS1,3005,229287_at,PCNX,97.0297029703
1,239132_at,NOS1,3006,217428_s_at,COL10A1,97.0297029703
1,239132_at,NOS1,3007,227646_at,EBF1,97.0297029703
1,239132_at,NOS1,3008,201761_at,MTHFD2,97.0297029703
1,239132_at,NOS1,3009,204408_at,APEX2,97.0297029703
1,239132_at,NOS1,3010,214273_x_at,NPRL3,97.0297029703
1,239132_at,NOS1,3011,212861_at,MFSD5,97.0297029703
1,239132_at,NOS1,3012,213097_s_at,DNAJC2,97.0297029703
1,239132_at,NOS1,3013,212774_at,ZNF238,97.0297029703
1,239132_at,NOS1,3014,229789_at,TIGD3,97.0297029703
1,239132_at,NOS1,3015,217890_s_at,PARVA,97.0297029703
1,239132_at,NOS1,3016,240292_x_at,ANKS1B,97.0297029703
1,239132_at,NOS1,3017,209683_at,FAM49A,98.0198019802
1,239132_at,NOS1,3018,220299_at,SPATA6,98.0198019802
1,239132_at,NOS1,3019,220035_at,NUP210,97.0297029703
1,239132_at,NOS1,3020,238096_at,LOC284023,97.0297029703
1,239132_at,NOS1,3021,218360_at,RAB22A,97.0297029703
1,239132_at,NOS1,3022,202715_at,CAD,97.0297029703
1,239132_at,NOS1,3023,227981_at,CYB561D1,97.0297029703
1,239132_at,NOS1,3024,218027_at,MRPL15,98.0198019802
1,239132_at,NOS1,3025,223007_s_at,C9orf5,97.0297029703
1,239132_at,NOS1,3026,202574_s_at,CSNK1G2,97.0297029703
1,239132_at,NOS1,3027,38703_at,DNPEP,97.0297029703
1,239132_at,NOS1,3028,202973_x_at,FAM13A,97.0297029703
1,239132_at,NOS1,3029,232699_at,NA,97.0297029703
1,239132_at,NOS1,3030,228079_at,C3orf58,97.0297029703
1,239132_at,NOS1,3031,210962_s_at,AKAP9,97.0297029703
1,239132_at,NOS1,3032,219880_at,LOC100507619,97.0297029703
1,239132_at,NOS1,3033,206898_at,CDH19,97.0297029703
1,239132_at,NOS1,3034,210543_s_at,PRKDC,97.0297029703
1,239132_at,NOS1,3035,216449_x_at,HSP90B1,97.0297029703
1,239132_at,NOS1,3036,231952_at,NA,97.0297029703
1,239132_at,NOS1,3037,230477_at,LOC100130522,97.0297029703
1,239132_at,NOS1,3038,203549_s_at,LPL,97.0297029703
1,239132_at,NOS1,3039,221566_s_at,NOL3,97.0297029703
1,239132_at,NOS1,3040,223612_s_at,LNX1,97.0297029703
1,239132_at,NOS1,3041,201940_at,CPD,97.0297029703
1,239132_at,NOS1,3042,225195_at,DPH3,97.0297029703
1,239132_at,NOS1,3043,217941_s_at,ERBB2IP,97.0297029703
1,239132_at,NOS1,3044,229654_at,NA,97.0297029703
1,239132_at,NOS1,3045,222123_s_at,HIF3A,98.0198019802
1,239132_at,NOS1,3046,202994_s_at,FBLN1,97.0297029703
1,239132_at,NOS1,3047,222222_s_at,HOMER3,97.0297029703
1,239132_at,NOS1,3048,207821_s_at,PTK2,97.0297029703
1,239132_at,NOS1,3049,1556069_s_at,HIF3A,97.0297029703
1,239132_at,NOS1,3050,217937_s_at,HDAC7,97.0297029703
1,239132_at,NOS1,3051,203063_at,PPM1F,97.0297029703
1,239132_at,NOS1,3052,217061_s_at,ETV1,98.0198019802
1,239132_at,NOS1,3053,210880_s_at,EFS,98.0198019802
1,239132_at,NOS1,3054,225831_at,LUZP1,97.0297029703
1,239132_at,NOS1,3055,235866_at,C9orf85,97.0297029703
1,239132_at,NOS1,3056,208688_x_at,EIF3B,97.0297029703
1,239132_at,NOS1,3057,220605_s_at,SIRT2,97.0297029703
1,239132_at,NOS1,3058,235889_at,NA,97.0297029703
1,239132_at,NOS1,3059,200673_at,LAPTM4A,97.0297029703
1,239132_at,NOS1,3060,211273_s_at,TBX1,98.0198019802
1,239132_at,NOS1,3061,38918_at,SOX13,97.0297029703
1,239132_at,NOS1,3062,1558620_at,ZNF621,97.0297029703
1,239132_at,NOS1,3063,202575_at,CRABP2,97.0297029703
1,239132_at,NOS1,3064,216954_x_at,ATP5O,98.0198019802
1,239132_at,NOS1,3065,200643_at,HDLBP,97.0297029703
1,239132_at,NOS1,3066,221307_at,KCNIP1,97.0297029703
1,239132_at,NOS1,3067,205087_at,RWDD3,97.0297029703
1,239132_at,NOS1,3068,225156_at,ELOF1,97.0297029703
1,239132_at,NOS1,3069,238109_at,NA,97.0297029703
1,239132_at,NOS1,3070,206073_at,COLQ,97.0297029703
1,239132_at,NOS1,3071,212670_at,ELN,97.0297029703
1,239132_at,NOS1,3072,1555044_a_at,KBTBD5,97.0297029703
1,239132_at,NOS1,3073,218330_s_at,NAV2,97.0297029703
1,239132_at,NOS1,3074,213194_at,ROBO1,97.0297029703
1,239132_at,NOS1,3075,1558523_at,FAM184A,97.0297029703
1,239132_at,NOS1,3076,217929_s_at,KIAA0319L,97.0297029703
1,239132_at,NOS1,3077,227497_at,SOX6,97.0297029703
1,239132_at,NOS1,3078,213511_s_at,MTMR1,97.0297029703
1,239132_at,NOS1,3079,230845_at,HOXB-AS5,98.0198019802
1,239132_at,NOS1,3080,212176_at,PNISR,97.0297029703
1,239132_at,NOS1,3081,235343_at,VASH2,97.0297029703
1,239132_at,NOS1,3082,225466_at,PATL1,97.0297029703
1,239132_at,NOS1,3083,224899_s_at,MAGT1,98.0198019802
1,239132_at,NOS1,3084,202923_s_at,GCLC,97.0297029703
1,239132_at,NOS1,3085,204169_at,IMPDH1,97.0297029703
1,239132_at,NOS1,3086,236105_at,ZBTB10,98.0198019802
1,239132_at,NOS1,3087,1555878_at,RPS24,98.0198019802
1,239132_at,NOS1,3088,209339_at,SIAH2,97.0297029703
1,239132_at,NOS1,3089,214484_s_at,SIGMAR1,98.0198019802
1,239132_at,NOS1,3090,213449_at,POP1,98.0198019802
1,239132_at,NOS1,3091,213811_x_at,TCF3,97.0297029703
1,239132_at,NOS1,3092,217964_at,TTC19,97.0297029703
1,239132_at,NOS1,3093,1552977_a_at,CNPY3,98.0198019802
1,239132_at,NOS1,3094,226778_at,C8orf42,98.0198019802
1,239132_at,NOS1,3095,208804_s_at,SRSF6,97.0297029703
1,239132_at,NOS1,3096,214017_s_at,DHX34,98.0198019802
1,239132_at,NOS1,3097,1569566_at,TBC1D1,98.0198019802
1,239132_at,NOS1,3098,234321_x_at,NHSL1,98.0198019802
1,239132_at,NOS1,3099,235779_at,LOC284408,97.0297029703
1,239132_at,NOS1,3100,235231_at,ZNF789,97.0297029703
1,239132_at,NOS1,3101,239718_at,NA,97.0297029703
1,239132_at,NOS1,3102,232750_at,TNS1,97.0297029703
