,Row.names,ACCNUM,SYMBOL,DESC,OD_005_U133_2.CEL,OD_006_U133_2.CEL,OD_009_U133_2.CEL,OD_010_U133_2.CEL,OD_012_U133_2.CEL,OD_015_U133_2_2.CEL,OD_017_U133_2.CEL,OD_026_U133_2.CEL,OD_027_U133_2.CEL,OD_029_U133_2.CEL,OD_032_U133_2.CEL,OD_033_U133_2.CEL,OD_034_U133_2.CEL,OD_035_U133_2.CEL,OD_038_U133_2.CEL,OD_039_U133_2.CEL,OD_041_U133_2.CEL,OD_042_U133_2.CEL,OD_043_U133_2.CEL,OD_046_U133_2.CEL,OD_049_U133_2.CEL,OD_050_U133_2.CEL,OD_051_U133_2.CEL,OD_052_U133_2.CEL,OD_054_U133_2.CEL,OD_055_U133_2.CEL,OD_057_U133_2.CEL,OD_058_U133_2.CEL,OD_060_U133_2.CEL,OD_064_U133_2.CEL,OD_067_U133_2.CEL,OD_075_U133_2.CEL,OD_076_U133_2.CEL,OD_078_U133_2.CEL,OD_080_U133_2.CEL,OD_081_U133_2.CEL,OD_082_U133_2.CEL,OD_084_U133_2.CEL,OD_085_U133_2.CEL,OD_087_U133_2.CEL,OD_090_U133_2.CEL,OD_091_U133_2.CEL,OD_092_U133_2.CEL,OD_093_U133_2.CEL,OD_094_U133_2.CEL,OD_096_U133_2.CEL,OD_100_U133_2.CEL,OD_102_U133_2.CEL,OD_104_U133_2.CEL,OD_105_U133_2.CEL,OD_106_U133_2.CEL,OD_109_U133_2.CEL,OD_110_U133_2.CEL,OD_111_U133_2.CEL,OD_112_U133_2.CEL,OD_113_U133_2.CEL,OD_114_U133_2.CEL,OD_116_U133_2.CEL,OD_117_U133_2.CEL,OD_118_U133_2.CEL,OD_120_U133_2.CEL,OD_123_U133_2.CEL,OD_130_U133_2.CEL,OD_131_U133_2.CEL,OD_132_U133_2.CEL,OD_133_U133_2.CEL,OD_134_U133_2.CEL,OD_136_U133_2.CEL,OD_138_U133_2.CEL,OD_139_U133_2.CEL,OD_141_U133_2.CEL,OD_142_U133_2.CEL,OD_143_U133_2.CEL,OD_144_U133_2.CEL,OD_148_U133_2.CEL,OD_149_U133_2.CEL,OD_151_U133_2.CEL,OD_152_U133_2.CEL,OD_153_U133_2.CEL,OD_155_U133_2.CEL,OD_156_U133_2.CEL,OD_157_U133_2.CEL,OD_158_U133_2.CEL,OD_159_U133_2.CEL,OD_160_U133_2.CEL,OD_307_U133_2.CEL,OD_308_U133_2.CEL,OD_311_U133_2.CEL,OD_316_U133_2.CEL,OD_317_U133_2.CEL,OD_321_U133_2.CEL,OD_323_U133_2.CEL,OD_324_U133_2.CEL,OD_326_U133_2.CEL,OD_329_U133_2.CEL,OD_342_U133_2.CEL,OD_353_U133_2.CEL,OD_357_U133_2.CEL,OD_358_U133_2.CEL,OD_362_U133_2.CEL,OD_363_U133_2.CEL
,,,,,Pax3,Neg,Neg,Pax3,Neg,Pax3,Pax3,Pax3,Neg,Ncoa1,Pax3,Pax3,Pax3,Pax3,Neg,Neg,Neg,Pax3,Neg,Neg,Pax3,Neg,Pax3,Pax7,Neg,Neg,Pax3,Pax3,Neg,Neg,Neg,Neg,Neg,Neg,Neg,Neg,Neg,Neg,Neg,Neg,Pax3,Neg,Neg,Neg,Neg,Neg,Neg,Neg,Pax3,Pax3,Pax7,Pax3,Neg,Pax3,Neg,Pax7,Pax7,Neg,Neg,Neg,Neg,Pax3,Pax3,Neg,Pax3,Pax3,Pax3,Neg,Pax3,Pax7,Pax3,Neg,Pax3,Neg,Neg,Neg,Pax7,Neg,Pax7,Neg,Neg,Pax3,Neg,Neg,Pax3,Pax3,Neg,Neg,Neg,Pax7,Pax3,Neg,Pax7,Pax3,Neg,Neg,Pax3,Pax7,Neg,Pax3,Neg
55,1552318_at,AK091818,GIMAP1,GTPase IMAP family member 1,2.861023612,3.472807248,2.871541616,3.199456204,2.953201356,3.007996804,3.10838178,2.952492316,3.578155144,2.896914786,2.954379849,3.864534326,6.264623181,3.081792443,5.821578798,4.46411339,3.02959297,3.394288354,4.351022019,3.083521336,3.013958859,3.817956963,3.867951999,2.834200287,3.048448034,2.468826999,3.254814486,3.289188032,3.306734706,2.717574776,3.127099355,2.909449578,3.28051967,3.148441189,2.92166115,3.472768798,3.074381716,2.979373816,3.943683991,6.672656851,2.88166375,3.290877617,2.929742271,3.28338273,2.822409189,2.834200287,3.625253805,3.004612376,3.113533468,3.755208645,4.098856742,3.084241135,3.258582021,3.663837073,3.122147581,3.676914559,3.1584523,3.241799989,2.883292806,2.875479837,3.05098645,3.484285768,2.503358391,3.010535261,2.805415401,3.386258549,2.926667042,3.000481233,3.527072298,3.89357438,2.378612728,3.143350933,3.177942211,2.971797658,3.230290116,2.861023612,2.768328044,3.161583396,4.077194876,2.741012506,3.775949677,2.865772286,2.783456447,3.143354946,4.661485613,3.089730193,3.055377101,3.113533468,2.993047279,2.970357469,2.959529854,3.021359258,2.628185447,2.997542475,3.239709853,3.043975567,4.162645057,4.030218066,3.585230409,2.929080923,3.150237724
56,1552319_a_at,NM_144506,KLK8,kallikrein-related peptidase 8,2.222463002,2.307184394,2.516011467,2.572620255,2.327015603,2.523468962,2.47255323,2.575359356,2.475261474,2.395178573,2.586376548,2.411287915,2.325734073,2.432384344,2.268371153,2.600568448,2.688112447,2.570254718,2.404209696,2.401633955,2.613470738,2.482179757,2.413359656,2.792703827,2.496193459,2.588833552,2.638190159,2.635235741,2.585987707,2.780476548,2.567214134,3.021134815,2.951256729,2.869036458,2.620429862,2.345532925,2.596324516,2.659835538,2.453694603,2.646713531,2.626895385,2.39442874,2.454272083,2.675738956,2.380785437,2.370478901,2.126271305,2.046662281,2.33003932,2.643663317,2.683070105,2.068685255,2.227833645,2.315496318,2.633287207,2.707837018,2.591405304,2.782852142,2.647565364,2.618139278,2.647273586,2.720445115,2.679109377,2.375585123,2.754754321,2.870658514,2.711300441,2.322573674,2.74506988,2.46767683,2.534251899,2.62029218,2.500814146,2.516160377,2.637379033,2.270025543,2.45061026,2.437727894,2.559943275,2.413437303,3.814003554,2.93673881,2.507992851,2.301687908,2.442360884,2.437809438,2.497752737,2.701254571,2.413466461,2.522839914,2.440849706,2.728426105,2.383852208,2.540928224,2.73932921,2.450836392,2.227899386,2.345532925,2.477280677,2.507992851,2.435849913
57,1552320_a_at,NM_033124,CCDC65,coiled-coil domain containing 65,2.122283729,2.007615467,2.167580037,2.343159213,3.571756872,2.472785638,1.992059529,2.1275799,2.180448102,2.104569761,2.256407065,2.26166505,2.296335851,2.320255603,2.911151931,2.923826917,2.078183634,2.20160465,2.540915125,1.986694699,2.369992418,2.244870912,2.435998117,2.218697982,2.300603632,2.287110949,2.291696705,2.191470604,2.238391361,2.6343551,2.11750549,2.479124695,2.62341418,2.352805596,2.585633914,2.331538116,2.393867276,2.342314401,2.297974961,2.562135984,2.178098524,2.196981366,2.270593421,2.247143315,2.371736934,2.207786224,2.169495408,2.237858475,2.267742507,2.223904562,2.539067343,2.405704017,2.15147429,2.400660229,2.35835666,2.150793838,2.644883172,2.489902094,2.403403664,2.249153171,2.326422803,2.271922034,2.433334285,2.281334192,2.474301679,2.402243986,2.604051239,2.013717971,2.42958675,2.166375079,2.418181439,2.500145983,3.037337948,2.185870441,2.274133216,2.128880222,2.260962414,2.343069592,2.257340523,2.072070974,2.250831674,2.212274773,2.060638226,2.336709788,2.287110949,2.442279795,2.04254484,2.540928224,2.105085489,2.28885041,2.294997958,2.282705124,2.201323049,2.744781114,2.118895987,2.286968123,2.28069051,2.243482258,2.256543402,2.272933753,2.118861604
58,1552321_a_at,NM_033124,CCDC65,coiled-coil domain containing 65,2.478041005,2.031314241,2.202424769,2.107110413,4.238234653,2.058407154,2.217154833,2.028413622,2.022004962,2.013680937,2.188040579,2.167957815,2.241999963,2.109431744,3.596453404,3.474250903,2.02864782,2.321876947,2.138770141,2.359892856,2.13621219,1.952575863,2.289600791,2.133714679,2.19275601,2.203079344,2.225599716,2.444139598,2.155196513,2.620842556,2.075327829,2.183075535,2.381096478,2.10152614,2.212767204,2.722601113,2.216578589,2.73114185,2.415882626,2.245245079,2.166657508,2.61663436,2.198071471,2.217199579,2.270478052,2.164492744,2.342917421,2.166186693,2.320592537,2.317884081,2.463336571,2.369075857,2.401733272,2.163434109,2.986787715,2.039322034,2.394675982,2.500847967,2.00479471,2.293386068,2.075266521,2.066291558,2.379339603,2.160297202,2.202424769,2.38291607,2.089064745,2.382244033,2.549679516,2.221676019,2.115669895,2.300659963,3.168053215,2.174593028,2.215340504,2.103737348,2.066983219,2.173198319,1.861240144,2.242516764,2.102297474,2.555984904,2.129115067,2.058696182,2.11300881,1.95027511,2.109765117,3.217285904,2.064686723,2.032986578,2.057592761,2.148345036,2.170203635,2.054360908,2.030058419,2.060453396,1.881495731,1.956345028,1.996398988,2.048874267,2.158842304
59,1552322_at,NM_138819,FAM122C,family with sequence similarity 122C,1.884993738,2.064005805,2.08410387,2.009054026,1.911394005,1.929492008,1.896997342,2.074874395,2.018158943,1.948707886,2.068713553,2.049390073,2.08393362,2.329184002,2.056653328,2.268283061,1.990097205,2.097874887,2.192159827,1.982648273,1.89106633,2.010257798,1.929589263,1.875661532,1.978950738,1.969834643,2.010827266,2.186268456,1.896148341,2.264883774,1.930374951,2.462341055,2.262321727,2.133370035,2.242735725,2.211011811,2.525746698,2.036862051,2.001234654,2.127709042,2.253841232,2.232539579,2.150461998,2.094129766,1.871985452,1.976660554,1.934596321,2.18647811,1.965989348,1.925327343,2.172268855,2.308674144,1.906177183,2.274227438,2.138408404,2.178181864,2.015069485,2.599524501,2.438503603,1.969338425,2.040694089,2.027989571,2.22430294,1.98952382,1.910841569,2.061045537,1.819106888,2.161705992,2.07453995,2.191909063,1.879385218,2.064005805,2.307753256,1.937983505,1.955331514,1.933269447,2.204974299,1.782598286,2.031237907,2.15753496,1.883539536,2.246218152,2.081092028,2.076957034,2.420821414,2.019607177,1.914173889,2.087786429,2.150074827,2.145731612,2.145731612,2.001182296,2.081990342,1.97341628,2.050002655,1.901440597,2.064005805,2.163213564,1.810951277,1.940139374,2.154628873
60,1552323_s_at,NM_138819,FAM122C,family with sequence similarity 122C,2.724609947,2.901456305,2.691769027,2.970692532,2.953617444,2.916691615,2.722481861,3.410499041,3.330076891,2.637887254,3.358627647,2.876701231,3.222075614,2.913407864,3.448708882,3.218105029,3.13996445,2.958461093,3.390916027,2.975965016,2.501154613,2.767816078,2.843021846,2.937128633,2.874381618,2.712560406,3.046101424,3.4226794,2.528039978,2.878509234,2.938884278,2.740261388,2.591294109,2.829990781,2.661366341,2.457782118,2.698929874,2.645849385,3.133513874,3.71662823,2.69125643,2.716875165,2.66141886,3.106810829,2.714296377,2.633315033,2.765182607,2.909535892,3.252829101,3.28336303,3.355055212,3.351141738,2.983225948,3.39749074,2.558192006,2.950049931,2.613199117,2.988769814,3.30526265,2.837865106,2.299540548,2.82680506,3.171113882,2.863967766,2.505356733,2.914101921,3.394065337,3.022552708,2.83932043,3.577453077,2.984657082,3.168029728,3.127099355,2.980491052,2.76887179,2.851931064,3.052638627,3.057862683,3.17062668,3.419891815,2.940978886,2.702871974,3.000658234,3.061305417,3.091582848,3.010558872,3.177289051,3.092202099,2.844623081,2.787465732,2.719270676,3.088137254,3.007857007,2.74255076,2.646475098,2.839031428,2.910307247,3.86592959,2.680595517,2.924102312,2.617602462
61,1552325_at,NM_145020,CCDC11,coiled-coil domain containing 11,1.89084503,2.022069887,1.816210958,1.848110958,2.755469566,1.803040301,1.707953599,1.731910989,1.87679674,1.881261827,1.769840489,1.780806945,1.642588679,1.939118318,2.305400052,2.022958746,1.736657246,1.759666609,1.955314146,1.855792204,1.943245874,1.829461776,1.862762673,1.818466399,1.937444228,1.861409117,1.707522395,1.800451545,1.821750723,1.819472636,1.678410923,1.862646646,1.696517941,2.02215133,1.814834664,2.113699457,1.879233577,1.863338322,1.888198053,1.914944893,2.076161196,2.056509128,2.015580856,1.796646724,1.979772342,2.061717204,1.839311735,1.788548627,1.783356639,1.907386181,2.041601515,1.919608249,2.200187816,1.852615035,1.871243926,1.932228225,2.139028312,2.230628854,1.883381214,1.893654747,2.232497648,1.96009934,1.97682195,1.871243926,1.882631765,1.841474808,1.872044438,1.893784259,1.999483184,1.967869689,1.773841485,1.878288814,2.462696376,1.942383244,1.766503443,1.889687703,1.718623138,1.636566027,1.869335462,1.905758275,1.692514005,1.861778777,1.910766506,1.856224674,1.828907321,1.756917914,1.914173889,2.189492966,1.886671253,1.980936965,1.894796967,1.781764697,1.89763192,1.654744419,1.834228788,1.751377286,1.730518392,1.704474654,1.758211169,1.889645567,1.834305288
62,1552326_a_at,NM_145020,CCDC11,coiled-coil domain containing 11,3.410068359,3.262251037,3.178573298,3.254899405,6.486588205,3.18704013,3.257127497,3.462757212,3.428845014,3.319911068,3.368767382,3.116668192,3.027686705,3.435772179,6.166876725,5.386288761,3.093279988,3.244042903,3.655857797,3.167030927,3.368767382,3.368767382,3.399641873,3.285910832,3.330955961,3.374622638,3.023529809,3.202871324,3.138086096,3.411131098,3.354092727,3.792021067,3.69399645,3.820140863,3.601917044,3.480826885,3.404812643,3.194170986,3.427336272,3.890763078,3.097432408,3.865757021,4.024284784,3.337353982,3.464073022,3.473769427,4.026476751,3.203624167,3.345245441,3.566010571,3.697343496,3.15235999,3.433585541,3.78505979,3.646340495,3.128990574,3.689389467,3.296386073,3.253412817,3.367311256,3.712956039,3.396964012,3.37137962,3.713817912,3.180297996,3.089394197,3.638905734,3.628283125,5.39936204,3.24484429,3.567549553,3.570739366,6.194501917,3.255939736,3.039378607,2.978820426,3.369165538,3.690628474,3.239875389,3.152411364,2.923651143,3.325592623,3.28169818,3.190246275,3.491019718,3.224769647,3.532976161,5.724115928,3.390499448,3.604801685,3.249273898,3.299038372,3.355178479,3.036618456,3.457061865,3.151222001,3.093058389,2.984657082,3.41969029,3.192470989,3.351815898
63,1552327_at,NM_152583,ARMCX4,armadillo repeat containing X-linked 4,2.612523103,3.718254791,2.561239606,3.169537905,2.787412978,3.004964496,2.717592232,3.374882018,3.803550721,2.863477343,3.353216304,3.001360814,3.223275231,2.760739183,2.952855727,2.628021646,3.022285722,3.922963478,3.035816811,3.514544805,3.129850093,3.138668544,2.832814972,2.823816178,3.815489991,3.110653283,3.137606798,3.645127799,2.828545752,3.559934055,3.106252616,2.852230428,2.560432806,3.035127177,3.444540109,3.535174678,2.982843932,2.476453215,3.075662307,2.635677862,2.891003895,4.417085074,3.564255849,3.280423567,2.724636821,3.419933538,3.122892215,4.105613552,2.954942554,2.701794323,2.625061301,3.529686472,3.473142945,3.197051903,4.218086436,3.575191938,3.151531417,3.105328458,3.834793823,3.070538596,3.014958996,3.13863343,3.205677075,2.804078609,2.856445033,2.929302735,3.535343303,2.924129182,3.20513883,3.192879553,2.82912033,3.453231951,3.317092365,2.998635379,3.280034262,3.023056481,3.048573023,3.525885969,4.465976054,3.043541446,2.612200494,3.35134365,2.695595636,3.433488767,2.779551182,3.811495024,3.443607301,2.994270753,2.917916037,3.173872167,3.02242863,2.780582285,3.016527746,2.902042663,2.759890468,4.139922651,3.125744102,3.17529152,2.651858302,2.818308573,3.285206181
64,1552329_at,BC029352,RBBP6,retinoblastoma binding protein 6,6.620442267,4.009231429,5.35350996,4.431136256,4.518880433,4.499977779,5.089828971,5.082565158,6.297881699,4.375026695,6.009332154,5.450516445,4.882967653,5.194424878,4.841892626,6.062186513,4.38064861,4.998426698,4.339564357,5.705708686,4.402567542,4.863621341,4.492190711,5.436259122,4.988000241,7.430077164,4.996076231,5.088208731,3.960214431,3.476257834,4.749809289,4.610416245,4.163037791,4.88365922,4.028194839,3.944272275,4.84952321,4.335601348,6.139356544,4.979491129,4.771762233,5.533782372,5.375375776,4.205021559,3.795145302,5.139752235,4.447177202,5.260992096,4.800336163,5.450521376,5.943598206,6.244797445,4.034058193,5.514943896,4.028728133,5.136967379,5.339319,3.824067801,6.107709297,4.28708655,5.56179946,4.488770704,5.763850724,5.719567207,4.499198929,3.917386873,6.229363328,4.55797363,4.538126341,5.572961516,5.889269119,6.692221358,5.586537882,5.1898946,4.905540001,6.078523043,4.905388661,5.43053488,5.763534713,5.140880512,4.655363755,5.105734332,5.263282601,3.899156916,3.726697472,5.414577425,5.002142221,4.065307212,4.721149558,4.122919111,5.518227472,4.790826914,5.62068164,5.154341034,4.421806481,4.806426592,5.900069903,4.856597721,3.07280578,5.409862383,4.386281372
65,1552330_at,NM_145039,CENPBD1,CENPB DNA-binding domains containing 1,3.613228361,2.759594332,5.465982279,2.591335111,3.55352778,5.400764212,4.614945206,3.142104709,4.340289191,2.943436273,4.982146475,3.040823178,3.283568157,4.312121826,4.254327401,2.511367879,2.075177156,2.411222381,3.181245497,3.039238963,4.485853011,3.437892292,3.229022808,4.208269167,3.138860528,3.004314446,4.439797265,3.28107434,3.232918203,2.887602223,2.434345392,3.003281986,2.038026521,2.39166583,2.688691582,2.360914806,2.21063657,2.480857086,2.862477177,3.261824176,4.694839164,2.155565219,2.250100376,2.649252348,2.52592173,2.751616874,2.783191441,3.287185648,4.206314964,3.431928748,3.285462287,3.70010728,2.427593329,3.638786506,2.95413318,4.230811367,3.760307228,3.230156243,3.511194727,2.724871304,2.739034064,3.870604128,2.866382556,2.703750597,3.712849251,4.186533976,3.414708099,2.87987061,3.412056564,3.565240265,3.513276953,2.597709768,3.793653833,2.968965894,2.978561676,3.936221054,2.919450541,3.31397621,3.702038791,2.713154665,3.125346171,2.750137462,2.828902537,3.139824138,3.061521279,3.263100378,1.998706033,3.111611926,3.509918786,2.656524266,3.746676861,3.4807847,4.55118378,2.773877694,2.763267099,3.256069455,3.854131911,4.382630556,3.764272699,3.193803151,3.421710887
66,1552332_at,NM_138632,TRIOBP,TRIO and F-actin binding protein,5.352811844,5.546930584,5.176906571,5.540403016,5.573273224,5.265706374,5.392273291,5.330839829,5.535347505,5.404484465,5.145988864,5.409259917,5.074258252,4.978806293,5.112086221,5.352288472,5.431570815,5.149352254,5.690584498,5.971784099,5.828762293,5.492050968,5.792672702,5.814340863,5.708303886,6.099698053,5.868517707,5.248856066,5.80265108,5.582487492,6.007087537,6.070061473,5.905079645,5.772674519,5.467987943,6.223278101,5.71034898,5.924897117,5.913685945,5.778551174,5.731340425,6.017321541,5.94866232,5.716059687,6.348871291,5.682633221,5.42161656,5.320838306,5.492636247,5.277288776,6.07512138,5.46921977,5.70643999,5.556764179,6.035132467,5.515449387,5.774857693,5.827015597,5.769314873,5.820872395,6.055922305,5.607967171,5.495477825,5.759944872,5.69395036,5.639266538,5.620322776,5.279730328,5.689158914,5.5600831,5.602059262,6.442379858,5.459535657,5.565158952,5.547993775,5.445586654,5.562430698,6.03841083,5.485295697,5.695991285,5.364154665,5.584854908,6.197764776,5.868143746,5.555607234,5.352288472,5.441581961,5.479760192,5.156597629,5.558166534,5.392033609,5.5637605,5.335041475,5.492130786,5.296420667,5.818232578,5.457282577,5.08650024,4.871384436,5.112839283,5.443698174
67,1552334_at,BG571343,TRIOBP,TRIO and F-actin binding protein,4.739713253,3.877909571,3.661258567,4.188609684,4.458586778,4.771762233,4.792238926,4.804838696,4.8211163,5.326430797,4.936380174,5.389205942,4.985602251,4.778239478,5.366585237,3.682135261,4.779153407,4.1285578,4.875843343,6.068084807,5.468237352,5.102977534,5.192197829,4.875346876,4.671951986,5.045945616,6.055541775,4.712180534,4.547498237,4.544319937,5.179257018,4.838292034,3.72441437,4.667692985,4.205021559,5.027943348,4.485886655,4.650231622,5.027943348,5.021614673,4.884538246,4.803479562,5.243371934,5.678229813,5.291060201,6.340763301,6.028451861,5.535136749,5.450644778,4.563707555,3.910641475,4.904769025,5.11202907,5.269389464,5.788220768,5.355409861,4.825861615,4.667421286,6.450483026,5.078710826,5.701882732,5.099314266,4.100312105,5.885845127,4.854878736,5.171491615,4.938545839,5.354372365,4.394894167,4.95973501,4.938501847,6.938067593,5.921981024,5.144296816,5.407583637,4.507895197,4.916378812,6.212883695,6.180193784,5.029590498,4.910113616,4.922619728,4.755783651,6.287045062,5.136758376,5.504617022,5.783963851,4.740062677,3.680729235,4.556327461,4.891132137,5.249301974,5.721989069,5.220453792,5.093597663,5.125084855,4.430505936,5.200033793,5.153821699,4.874489596,4.852419566
68,1552335_at,NM_053054,CATSPER1,cation channel sperm associated 1,4.374103005,4.386670455,4.333524724,4.191446708,4.25276443,4.604948788,4.11629572,4.2180489,4.171202857,4.235349627,4.189126208,4.274956996,4.08904412,4.273931672,3.930336903,4.427725651,4.415310012,4.24583955,4.090925683,4.336256624,4.349553966,4.641872401,4.324349072,4.304750793,4.448331706,4.674606773,4.288957398,4.284799513,4.753660462,4.879478159,4.329889558,4.314374467,4.062363026,4.097728732,4.490627428,4.121058809,4.695928197,3.920739094,4.426519243,4.186286332,4.268962561,4.178306045,4.199564605,4.593688426,4.581112579,4.343563519,4.003771714,3.847373466,3.998532766,4.187081059,4.290409332,3.819153527,4.417443214,4.329143112,4.429759836,4.140291341,4.226166749,4.224197122,4.260213465,4.216199617,4.192518055,4.225406143,4.049162404,4.619787684,4.418608252,4.66074004,4.403049422,3.995795101,4.065425775,4.238370498,4.222065293,4.555084227,4.157383438,4.322416833,4.557098558,4.226118414,4.394173287,4.186716322,4.218627815,4.148392908,4.432170602,4.424961718,4.224197122,4.084307925,4.38481396,3.978249407,4.066974236,3.909136457,4.140489584,4.382577965,4.104703637,4.291714518,4.354290671,4.28496928,4.325545359,4.428407583,4.055653448,3.940225902,4.077701835,4.314024169,4.035817979
69,1552337_s_at,NM_014621,HOXD4,homeobox D4,2.982915395,3.995641322,4.040559134,3.255044324,3.420863231,3.274725506,3.380160786,2.709527197,4.134120757,3.911564134,2.98145817,2.865509399,3.192587117,3.38475081,2.513725055,2.918918792,3.890622712,3.050965062,4.275383191,4.403882374,3.468428268,4.42360546,3.690295158,3.03353689,2.685773089,2.893434619,3.421174486,3.354982585,4.744350342,3.698594353,4.047954494,3.539135412,5.338670085,4.613126022,4.098527345,4.130164385,3.070470526,4.591615966,4.894829333,3.879325747,3.187874671,3.758572206,4.239821154,5.535854221,3.416849156,6.603486355,5.380909043,4.685506288,3.289563828,3.296799103,3.243172621,3.234202321,4.939462399,3.171729235,4.877431623,3.530118933,3.643953459,3.738526732,3.412337941,3.434737419,2.816422122,3.182622289,3.276119621,5.436741447,3.363480064,3.595822021,3.3289298,5.516799202,2.938297828,2.83479439,3.276415722,5.053838879,3.184932467,3.200731318,3.545772824,3.205466963,3.353660359,3.443276242,3.636216729,6.499519996,3.553051895,3.271071801,3.733302828,4.764091789,3.349602471,2.910094598,3.326350457,4.087852579,4.317674734,3.160228868,3.172454248,3.728103173,2.915421861,3.399200119,4.306803069,3.628442269,3.098495068,2.908847826,3.679120554,3.050433147,4.973681135
70,1552338_at,AY177407,GSC,goosecoid homeobox,2.800574899,2.957799345,2.934540398,3.235497074,2.819509491,2.778110063,2.911253395,2.890135064,2.868860579,2.688850467,2.758813681,2.643285711,2.64208865,2.858212846,2.688834012,2.755421491,2.976679317,2.929473149,3.063995077,2.726887883,2.972277118,3.074082008,3.444871806,3.171612469,2.945621041,2.997386342,3.048807165,3.027129762,3.110656999,3.272934354,2.818559002,3.19240884,3.194729114,3.733513842,3.061447018,3.429359018,3.173105756,2.734949111,3.24215327,2.768956352,2.835077145,2.667255508,2.848935368,2.873032394,3.110474486,3.808804054,3.012331185,2.861647568,2.899350689,2.87375555,3.54765601,2.937444834,2.850433586,4.440970751,3.421474548,3.026455182,3.49350128,3.498116069,2.914857131,3.826804732,3.368681401,3.304613847,3.216880213,3.506939215,3.169282151,3.137884999,3.114500904,3.082101156,3.516162497,3.081786003,2.932993191,2.985654939,3.224087354,2.840888454,3.322402396,3.064416478,3.012331185,2.862404366,3.280505519,3.12842043,3.068970154,3.280012989,2.793088206,3.134262398,3.774884299,3.012331185,2.929933034,2.887879757,2.920218342,3.066294669,2.845772771,2.991554896,2.571484874,3.297002537,3.019743589,3.375650779,2.909707418,2.838922195,2.648033775,2.815444501,2.83432978
71,1552340_at,NM_152860,SP7,Sp7 transcription factor,2.361431809,2.363967655,2.53435949,2.677981821,2.352309202,2.634481594,2.661526132,2.588193352,2.3259019,2.431428643,3.133576368,2.763913465,2.444100185,2.613016596,2.52558361,2.40435508,2.692690118,2.724040558,3.063482939,2.556548507,2.557403229,2.470444614,2.833621218,2.637922058,2.486129524,2.618314568,2.560443739,5.289987917,2.630070504,2.74229452,2.536500793,2.91615267,2.785985442,2.731405356,3.047252188,3.121243043,2.901016036,2.91009097,2.693902778,2.909497497,2.916515775,2.895883693,2.646889351,2.615561074,2.647166912,2.99973868,2.708877885,2.461053472,2.695527026,2.45546969,3.052058271,2.868035802,2.515759726,2.606801714,3.234300215,2.977218998,2.612942779,3.000790055,2.427566575,2.972004305,2.343148579,2.485458032,2.478007156,2.452257057,2.738649512,3.136075466,2.466629618,2.496929027,3.845114407,2.590397603,2.570174477,2.533879856,2.402328791,2.52221301,2.355585867,2.701216384,2.764167033,2.628783198,2.653323912,2.568436187,2.426639568,2.840349002,2.32468665,2.529924604,2.766592493,2.501929651,2.399384507,2.584635383,2.807839949,2.683314666,2.712714568,2.584084856,2.712347784,2.518731443,2.975027316,2.568373754,2.691612391,2.268560707,2.516506095,2.285102936,2.540602195
72,1552343_s_at,NM_002604,PDE7A,phosphodiesterase 7A,5.133430398,5.347642808,4.598453126,4.783149338,5.620372816,4.914012211,5.493393657,5.58843677,5.473850435,6.226096674,5.642150011,6.014895788,7.368396231,5.528697636,6.64622569,5.690426972,4.956819645,4.924285404,4.886551369,7.673115991,5.612942241,7.538798731,5.187763765,5.362422326,5.42031799,3.919308789,6.257843055,5.106035393,4.616645686,4.93731652,4.486733973,5.502634716,4.426800887,6.785596965,5.818576751,5.983201691,4.639239348,6.274362647,5.717698461,8.127801806,5.004376214,5.781431911,6.135998508,5.526970529,4.263660006,4.554686351,6.292304936,6.443715458,5.366458145,5.488422513,4.523670157,6.019953798,6.452385241,5.456996185,6.262964397,4.609190694,5.216945226,4.386298095,6.369044302,5.813218916,6.880714592,5.116499669,4.745087785,5.073179941,5.04795361,5.434566656,5.595963814,5.604360637,6.163374846,5.567948596,5.923325166,6.870992851,6.227545087,6.721370996,6.282288639,6.083302143,6.198639254,5.981297378,6.433326398,5.765069326,5.174317842,5.560616748,6.173278347,4.870013852,5.4195722,5.390512559,5.750208957,4.951512738,4.11728829,5.551715147,5.913621411,6.469155439,5.264435321,5.673888279,5.472286226,4.398005122,4.884142754,5.677904064,5.807668941,4.92482745,4.761838606
