4,1556606_at,NAV2,15350,243255_at,NA,96.0396039604
4,1556606_at,NAV2,15351,243871_at,LOC100130476,97.0297029703
4,1556606_at,NAV2,15352,223351_at,C17orf80,97.0297029703
4,1556606_at,NAV2,15353,221610_s_at,STAP2,97.0297029703
4,1556606_at,NAV2,15354,232038_at,C6orf170,96.0396039604
4,1556606_at,NAV2,15355,226656_at,CRTAP,97.0297029703
4,1556606_at,NAV2,15356,1562028_at,CCND3,97.0297029703
4,1556606_at,NAV2,15357,223250_at,KLHL7,97.0297029703
4,1556606_at,NAV2,15358,230289_at,EPB41L1,96.0396039604
4,1556606_at,NAV2,15359,1555894_s_at,MTSS1L,95.0495049505
4,1556606_at,NAV2,15360,216011_at,SLC39A9,97.0297029703
4,1556606_at,NAV2,15361,228769_at,ZSCAN22,96.0396039604
4,1556606_at,NAV2,15362,239433_at,LRRC8E,95.0495049505
4,1556606_at,NAV2,15363,211069_s_at,SUMO1,97.0297029703
4,1556606_at,NAV2,15364,228064_at,FAM211B,96.0396039604
4,1556606_at,NAV2,15365,59631_at,TXNRD3,97.0297029703
4,1556606_at,NAV2,15366,207147_at,DLX2,96.0396039604
4,1556606_at,NAV2,15367,37022_at,PRELP,96.0396039604
4,1556606_at,NAV2,15368,236062_at,NA,97.0297029703
4,1556606_at,NAV2,15369,208141_s_at,DOHH,97.0297029703
4,1556606_at,NAV2,15370,243464_at,NA,96.0396039604
4,1556606_at,NAV2,15371,209341_s_at,IKBKB,96.0396039604
4,1556606_at,NAV2,15372,222040_at,HNRNPA1,96.0396039604
4,1556606_at,NAV2,15373,40687_at,GJA4,97.0297029703
4,1556606_at,NAV2,15374,209086_x_at,MCAM,97.0297029703
4,1556606_at,NAV2,15375,208620_at,PCBP1,95.0495049505
4,1556606_at,NAV2,15376,215057_at,LOC100272228,97.0297029703
4,1556606_at,NAV2,15377,221820_s_at,KAT8,95.0495049505
4,1556606_at,NAV2,15378,204638_at,ACP5,97.0297029703
4,1556606_at,NAV2,15379,233536_at,ASXL3,96.0396039604
4,1556606_at,NAV2,15380,1568867_x_at,NA,97.0297029703
4,1556606_at,NAV2,15381,227205_at,TAF1,96.0396039604
4,1556606_at,NAV2,15382,225826_at,MMAB,96.0396039604
4,1556606_at,NAV2,15383,1554376_s_at,PTPLA,97.0297029703
4,1556606_at,NAV2,15384,216627_s_at,B4GALT1,97.0297029703
4,1556606_at,NAV2,15385,201130_s_at,CDH1,95.0495049505
4,1556606_at,NAV2,15386,200034_s_at,RPL6,96.0396039604
4,1556606_at,NAV2,15387,238840_at,LRRFIP1,97.0297029703
4,1556606_at,NAV2,15388,240983_s_at,CARS,96.0396039604
4,1556606_at,NAV2,15389,216342_x_at,NA,95.0495049505
4,1556606_at,NAV2,15390,220352_x_at,FLJ42627,97.0297029703
4,1556606_at,NAV2,15391,243271_at,NA,97.0297029703
4,1556606_at,NAV2,15392,203928_x_at,MAPT,96.0396039604
4,1556606_at,NAV2,15393,203632_s_at,GPRC5B,95.0495049505
4,1556606_at,NAV2,15394,218568_at,AGK,97.0297029703
4,1556606_at,NAV2,15395,1557078_at,SLFN5,97.0297029703
4,1556606_at,NAV2,15396,33322_i_at,SFN,97.0297029703
4,1556606_at,NAV2,15397,212988_x_at,ACTG1,96.0396039604
4,1556606_at,NAV2,15398,226494_at,CAMSAP3,97.0297029703
4,1556606_at,NAV2,15399,1552277_a_at,C9orf30,97.0297029703
4,1556606_at,NAV2,15400,1556319_at,LOC283270,96.0396039604
4,1556606_at,NAV2,15401,225462_at,TMEM128,96.0396039604
4,1556606_at,NAV2,15402,209396_s_at,CHI3L1,97.0297029703
4,1556606_at,NAV2,15403,222532_at,SRPRB,96.0396039604
4,1556606_at,NAV2,15404,213135_at,TIAM1,95.0495049505
4,1556606_at,NAV2,15405,241852_at,NA,96.0396039604
4,1556606_at,NAV2,15406,213608_s_at,SRRD,97.0297029703
4,1556606_at,NAV2,15407,1556165_at,NA,97.0297029703
4,1556606_at,NAV2,15408,232048_at,FAM76B,96.0396039604
4,1556606_at,NAV2,15409,210624_s_at,ILVBL,96.0396039604
4,1556606_at,NAV2,15410,1560172_at,INTS10,97.0297029703
4,1556606_at,NAV2,15411,244480_at,NA,97.0297029703
4,1556606_at,NAV2,15412,224241_s_at,NA,96.0396039604
4,1556606_at,NAV2,15413,211454_x_at,FKSG49,97.0297029703
4,1556606_at,NAV2,15414,219150_s_at,ADAP1,96.0396039604
4,1556606_at,NAV2,15415,223059_s_at,FAM107B,97.0297029703
4,1556606_at,NAV2,15416,206463_s_at,DHRS2,96.0396039604
4,1556606_at,NAV2,15417,218120_s_at,HMOX2,97.0297029703
4,1556606_at,NAV2,15418,227989_at,LTBP4,97.0297029703
4,1556606_at,NAV2,15419,237071_at,NA,96.0396039604
4,1556606_at,NAV2,15420,233746_x_at,NA,97.0297029703
4,1556606_at,NAV2,15421,222672_at,LYRM4,97.0297029703
4,1556606_at,NAV2,15422,231924_at,LOC100506305,97.0297029703
4,1556606_at,NAV2,15423,49878_at,PEX16,97.0297029703
4,1556606_at,NAV2,15424,222270_at,SMEK2,96.0396039604
4,1556606_at,NAV2,15425,232910_at,BBIP1,98.0198019802
4,1556606_at,NAV2,15426,205645_at,REPS2,95.0495049505
4,1556606_at,NAV2,15427,209079_x_at,NA,97.0297029703
4,1556606_at,NAV2,15428,239315_at,FAM115C,97.0297029703
4,1556606_at,NAV2,15429,215820_x_at,SNX13,97.0297029703
4,1556606_at,NAV2,15430,201721_s_at,LAPTM5,96.0396039604
4,1556606_at,NAV2,15431,1552472_a_at,ACAP2,97.0297029703
4,1556606_at,NAV2,15432,229269_x_at,SSBP4,97.0297029703
4,1556606_at,NAV2,15433,205953_at,LRIG2,96.0396039604
4,1556606_at,NAV2,15434,224606_at,KLF6,95.0495049505
4,1556606_at,NAV2,15435,225332_at,OIP5-AS1,95.0495049505
4,1556606_at,NAV2,15436,215498_s_at,MAP2K3,96.0396039604
4,1556606_at,NAV2,15437,226440_at,DUSP22,97.0297029703
4,1556606_at,NAV2,15438,1598_g_at,GAS6,96.0396039604
4,1556606_at,NAV2,15439,210499_s_at,PQBP1,97.0297029703
4,1556606_at,NAV2,15440,202158_s_at,CELF2,97.0297029703
4,1556606_at,NAV2,15441,225111_s_at,NAPB,97.0297029703
4,1556606_at,NAV2,15442,222924_at,SLMAP,96.0396039604
4,1556606_at,NAV2,15443,203817_at,GUCY1B3,97.0297029703
4,1556606_at,NAV2,15444,223867_at,TEKT3,97.0297029703
4,1556606_at,NAV2,15445,203115_at,FECH,96.0396039604
4,1556606_at,NAV2,15446,232162_at,ZNF696,97.0297029703
4,1556606_at,NAV2,15447,229025_s_at,IMMP1L,97.0297029703
4,1556606_at,NAV2,15448,211181_x_at,RUNX1,97.0297029703
4,1556606_at,NAV2,15449,243390_at,NA,98.0198019802
4,1556606_at,NAV2,15450,226281_at,DNER,97.0297029703
4,1556606_at,NAV2,15451,1563606_a_at,LOC286359,97.0297029703
4,1556606_at,NAV2,15452,231715_s_at,PYCR2,97.0297029703
4,1556606_at,NAV2,15453,231486_x_at,NA,97.0297029703
4,1556606_at,NAV2,15454,202456_s_at,ZER1,96.0396039604
4,1556606_at,NAV2,15455,220628_s_at,SDK2,96.0396039604
4,1556606_at,NAV2,15456,1560915_at,DPY19L1,95.0495049505
4,1556606_at,NAV2,15457,228380_at,SENP2,96.0396039604
4,1556606_at,NAV2,15458,231141_at,NA,97.0297029703
4,1556606_at,NAV2,15459,212224_at,ALDH1A1,97.0297029703
4,1556606_at,NAV2,15460,241126_at,NA,95.0495049505
4,1556606_at,NAV2,15461,220430_at,FAM110D,96.0396039604
4,1556606_at,NAV2,15462,232046_at,KIAA1217,95.0495049505
4,1556606_at,NAV2,15463,222979_s_at,SURF4,97.0297029703
4,1556606_at,NAV2,15464,217789_at,SNX6,96.0396039604
4,1556606_at,NAV2,15465,223995_at,SLC12A9,97.0297029703
4,1556606_at,NAV2,15466,235484_at,PTAR1,95.0495049505
